instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
10743,23/03/2012,2,1,3,14,0,5,1,2,0.72,0.6515,0.42,0.1045,208,224,432
10744,23/03/2012,2,1,3,15,0,5,1,2,0.72,0.6515,0.42,0.1343,191,281,472
10745,23/03/2012,2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,219,370,589
10746,23/03/2012,2,1,3,17,0,5,1,2,0.72,0.6515,0.42,0.1642,264,693,957
10747,23/03/2012,2,1,3,18,0,5,1,1,0.7,0.6364,0.45,0.1642,237,593,830
10748,23/03/2012,2,1,3,19,0,5,1,1,0.66,0.6212,0.5,0.194,213,473,686
10749,23/03/2012,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,445
10750,23/03/2012,2,1,3,21,0,5,1,1,0.62,0.6212,0.53,0.1045,64,220,284
10751,23/03/2012,2,1,3,22,0,5,1,1,0.6,0.6061,0.64,0.2836,53,218,271
10752,23/03/2012,2,1,3,23,0,5,1,1,0.6,0.5909,0.69,0.2537,51,125,176
10753,24/03/2012,2,1,3,0,0,6,0,1,0.58,0.5455,0.68,0,45,111,156
10754,24/03/2012,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,20,108,128
10755,24/03/2012,2,1,3,2,0,6,0,1,0.54,0.5152,0.77,0.1045,14,55,69
10756,24/03/2012,2,1,3,3,0,6,0,1,0.54,0.5152,0.77,0.1045,10,22,32
10757,24/03/2012,2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,1,6,7
10758,24/03/2012,2,1,3,5,0,6,0,2,0.52,0.5,0.83,0.1642,0,4,4
10759,24/03/2012,2,1,3,6,0,6,0,2,0.52,0.5,0.83,0.1642,4,24,28
10760,24/03/2012,2,1,3,7,0,6,0,2,0.5,0.4848,0.88,0.1343,25,45,70
10761,24/03/2012,2,1,3,8,0,6,0,2,0.5,0.4848,0.94,0.194,41,113,154
10762,24/03/2012,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,249
10763,24/03/2012,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,148,197,345
10764,24/03/2012,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,98,175,273
10765,24/03/2012,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,61,122,183
10766,24/03/2012,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,62,134,196
10767,24/03/2012,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,63,160,223
10768,24/03/2012,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,118,172,290
10769,24/03/2012,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,177
10770,24/03/2012,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,47,68,115
10771,24/03/2012,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,27,110,137
10772,24/03/2012,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,133
10773,24/03/2012,2,1,3,20,0,6,0,3,0.44,0.4394,1,0.194,31,80,111
10774,24/03/2012,2,1,3,21,0,6,0,3,0.44,0.4394,1,0.194,16,88,104
10775,24/03/2012,2,1,3,22,0,6,0,3,0.44,0.4394,1,0.2537,12,71,83
10776,24/03/2012,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,105
10777,25/03/2012,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,18,62,80
10778,25/03/2012,2,1,3,1,0,0,0,2,0.42,0.4242,1,0.2537,24,65,89
10779,25/03/2012,2,1,3,2,0,0,0,3,0.42,0.4242,1,0.2985,6,29,35
10780,25/03/2012,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,8,10,18
10781,25/03/2012,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,8
10782,25/03/2012,2,1,3,5,0,0,0,2,0.4,0.4091,1,0.2537,0,6,6
10783,25/03/2012,2,1,3,6,0,0,0,2,0.4,0.4091,1,0.2537,5,13,18
10784,25/03/2012,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,39
10785,25/03/2012,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,89
10786,25/03/2012,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,118
10787,25/03/2012,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,78,172,250
10788,25/03/2012,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,323
10789,25/03/2012,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,360
10790,25/03/2012,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,367
10791,25/03/2012,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,123,291,414
10792,25/03/2012,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421
10793,25/03/2012,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0,153,339,492
10794,25/03/2012,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,146,273,419
10795,25/03/2012,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,202,289,491
10796,25/03/2012,2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,114,261,375
10797,25/03/2012,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,63,196,259
10798,25/03/2012,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,149
10799,25/03/2012,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,111
10800,25/03/2012,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,9,56,65
10801,26/03/2012,2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,10,23,33
10802,26/03/2012,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,28
10803,26/03/2012,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,14,6,20
10804,26/03/2012,2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,0,1,1
10805,26/03/2012,2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,0,4,4
10806,26/03/2012,2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,0,36,36
10807,26/03/2012,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,117
10808,26/03/2012,2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,15,355,370
10809,26/03/2012,2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,32,625,657
10810,26/03/2012,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245,282
10811,26/03/2012,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98,153
10812,26/03/2012,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,178
10813,26/03/2012,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,63,216,279
10814,26/03/2012,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,79,222,301
10815,26/03/2012,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,217
10816,26/03/2012,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,223
10817,26/03/2012,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,305
10818,26/03/2012,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,65,599,664
10819,26/03/2012,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,90,594,684
10820,26/03/2012,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458
10821,26/03/2012,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,12,209,221
10822,26/03/2012,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186
10823,26/03/2012,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93
10824,26/03/2012,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48
10825,27/03/2012,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,10
10826,27/03/2012,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5
10827,27/03/2012,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7
10828,27/03/2012,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,4
10829,27/03/2012,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,3
10830,27/03/2012,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,17
10831,27/03/2012,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101
10832,27/03/2012,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,286
10833,27/03/2012,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,581
10834,27/03/2012,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,267
10835,27/03/2012,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138
10836,27/03/2012,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,175
10837,27/03/2012,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220
10838,27/03/2012,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0,46,165,211
10839,27/03/2012,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,184
10840,27/03/2012,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0,42,158,200
10841,27/03/2012,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0,38,267,305
10842,27/03/2012,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0,72,542,614
10843,27/03/2012,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,644
10844,27/03/2012,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0,40,377,417
10845,27/03/2012,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,294
10846,27/03/2012,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221
10847,27/03/2012,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,134
10848,27/03/2012,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64
10849,28/03/2012,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,30
10850,28/03/2012,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8
10851,28/03/2012,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,3
10852,28/03/2012,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,5
10853,28/03/2012,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1
10854,28/03/2012,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,40
10855,28/03/2012,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115
10856,28/03/2012,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,358
10857,28/03/2012,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,658
10858,28/03/2012,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314
10859,28/03/2012,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,173
10860,28/03/2012,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222
10861,28/03/2012,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,50,218,268
10862,28/03/2012,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273
10863,28/03/2012,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221
10864,28/03/2012,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,199
10865,28/03/2012,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221
10866,28/03/2012,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604
10867,28/03/2012,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641
10868,28/03/2012,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456
10869,28/03/2012,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362
10870,28/03/2012,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261
10871,28/03/2012,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172
10872,28/03/2012,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93
10873,29/03/2012,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48
10874,29/03/2012,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33
10875,29/03/2012,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6
10876,29/03/2012,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5
10877,29/03/2012,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9
10878,29/03/2012,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32
10879,29/03/2012,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117
10880,29/03/2012,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367
10881,29/03/2012,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654
10882,29/03/2012,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321
10883,29/03/2012,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166
10884,29/03/2012,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220
10885,29/03/2012,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292
10886,29/03/2012,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273
10887,29/03/2012,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238
10888,29/03/2012,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307
10889,29/03/2012,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388
10890,29/03/2012,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703
10891,29/03/2012,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681
10892,29/03/2012,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468
10893,29/03/2012,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335
10894,29/03/2012,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224
10895,29/03/2012,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152
10896,29/03/2012,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94
10897,30/03/2012,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59
10898,30/03/2012,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27
10899,30/03/2012,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7
10900,30/03/2012,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7
10901,30/03/2012,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2
10902,30/03/2012,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26
10903,30/03/2012,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86
10904,30/03/2012,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289
10905,30/03/2012,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593
10906,30/03/2012,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321
10907,30/03/2012,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187
10908,30/03/2012,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0,48,153,201
10909,30/03/2012,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0,62,208,270
10910,30/03/2012,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0,44,198,242
10911,30/03/2012,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0,56,173,229
10912,30/03/2012,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0,73,207,280
10913,30/03/2012,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367
10914,30/03/2012,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,606
10915,30/03/2012,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560
10916,30/03/2012,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395
10917,30/03/2012,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209
10918,30/03/2012,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220
10919,30/03/2012,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153
10920,30/03/2012,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0,16,107,123
10921,31/03/2012,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92
10922,31/03/2012,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82
10923,31/03/2012,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69
10924,31/03/2012,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31
10925,31/03/2012,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8
10926,31/03/2012,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5
10927,31/03/2012,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23
10928,31/03/2012,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44
10929,31/03/2012,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145
10930,31/03/2012,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223
10931,31/03/2012,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313
10932,31/03/2012,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463
10933,31/03/2012,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0,263,358,621
10934,31/03/2012,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638
10935,31/03/2012,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551
10936,31/03/2012,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605
10937,31/03/2012,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535
10938,31/03/2012,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543
10939,31/03/2012,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341
10940,31/03/2012,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284
10941,31/03/2012,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208
10942,31/03/2012,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143
10943,31/03/2012,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156
10944,31/03/2012,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112
10945,01/04/2012,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67
10946,01/04/2012,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62
10947,01/04/2012,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642,20,61,81
10948,01/04/2012,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,4,21,25
10949,01/04/2012,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,3,9,12
10950,01/04/2012,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,8,10,18
10951,01/04/2012,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97
10952,01/04/2012,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84
10953,01/04/2012,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,37,88,125
10954,01/04/2012,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275
10955,01/04/2012,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360
10956,01/04/2012,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451
10957,01/04/2012,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445
10958,01/04/2012,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194,190,274,464
10959,01/04/2012,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,283,278,561
10960,01/04/2012,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573
10961,01/04/2012,2,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537,236,275,511
10962,01/04/2012,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555
10963,01/04/2012,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432
10964,01/04/2012,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,110,236,346
10965,01/04/2012,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239,66,166,232
10966,01/04/2012,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,33,101,134
10967,01/04/2012,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,7,61,68
10968,01/04/2012,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0,10,53,63
10969,02/04/2012,2,1,4,0,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17
10970,02/04/2012,2,1,4,1,0,1,1,3,0.42,0.4242,0.88,0.0896,0,5,5
10971,02/04/2012,2,1,4,2,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5
10972,02/04/2012,2,1,4,3,0,1,1,0,0,0,0,0,0,0,0
10973,02/04/2012,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4
10974,02/04/2012,2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24
10975,02/04/2012,2,1,4,6,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110
10976,02/04/2012,2,1,4,7,0,1,1,1,0.34,0.303,0.66,0.3881,12,294,306
10977,02/04/2012,2,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589
10978,02/04/2012,2,1,4,9,0,1,1,1,0.38,0.3939,0.54,0.3582,52,265,317
10979,02/04/2012,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204
10980,02/04/2012,2,1,4,11,0,1,1,1,0.42,0.4242,0.47,0.4478,81,128,209
10981,02/04/2012,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281
10982,02/04/2012,2,1,4,13,0,1,1,1,0.46,0.4545,0.36,0.2985,97,184,281
10983,02/04/2012,2,1,4,14,0,1,1,1,0.46,0.4545,0.31,0.4179,127,141,268
10984,02/04/2012,2,1,4,15,0,1,1,1,0.48,0.4697,0.33,0.4179,132,192,324
10985,02/04/2012,2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,104,291,395
10986,02/04/2012,2,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,128,601,729
10987,02/04/2012,2,1,4,18,0,1,1,1,0.5,0.4848,0.27,0.2537,75,543,618
10988,02/04/2012,2,1,4,19,0,1,1,1,0.5,0.4848,0.27,0.2537,66,428,494
10989,02/04/2012,2,1,4,20,0,1,1,1,0.46,0.4545,0.31,0.1642,48,281,329
10990,02/04/2012,2,1,4,21,0,1,1,1,0.46,0.4545,0.28,0.1343,24,214,238
10991,02/04/2012,2,1,4,22,0,1,1,1,0.42,0.4242,0.44,0.194,17,106,123
10992,02/04/2012,2,1,4,23,0,1,1,1,0.44,0.4394,0.35,0.1642,6,60,66
10993,03/04/2012,2,1,4,0,0,2,1,1,0.4,0.4091,0.43,0.1343,1,32,33
10994,03/04/2012,2,1,4,1,0,2,1,1,0.38,0.3939,0.46,0.2239,0,11,11
10995,03/04/2012,2,1,4,2,0,2,1,1,0.36,0.3485,0.53,0.1642,0,5,5
10996,03/04/2012,2,1,4,3,0,2,1,1,0.38,0.3939,0.46,0,0,3,3
10997,03/04/2012,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1
10998,03/04/2012,2,1,4,5,0,2,1,1,0.32,0.3333,0.66,0.0896,2,25,27
10999,03/04/2012,2,1,4,6,0,2,1,1,0.3,0.3182,0.61,0.0896,2,98,100
11000,03/04/2012,2,1,4,7,0,2,1,1,0.32,0.3333,0.66,0.0896,14,327,341
11001,03/04/2012,2,1,4,8,0,2,1,1,0.34,0.3636,0.57,0,27,577,604
11002,03/04/2012,2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896,54,354,408
11003,03/04/2012,2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0,77,142,219
11004,03/04/2012,2,1,4,11,0,2,1,1,0.48,0.4697,0.23,0,91,167,258
11005,03/04/2012,2,1,4,12,0,2,1,1,0.52,0.5,0.25,0,101,230,331
11006,03/04/2012,2,1,4,13,0,2,1,1,0.56,0.5303,0.19,0.2537,120,225,345
11007,03/04/2012,2,1,4,14,0,2,1,1,0.56,0.5303,0.21,0.2239,120,191,311
11008,03/04/2012,2,1,4,15,0,2,1,1,0.6,0.5909,0.2,0.194,109,207,316
11009,03/04/2012,2,1,4,16,0,2,1,1,0.62,0.6061,0.21,0.1642,145,340,485
11010,03/04/2012,2,1,4,17,0,2,1,1,0.62,0.6061,0.17,0.194,123,634,757
11011,03/04/2012,2,1,4,18,0,2,1,1,0.6,0.6061,0.26,0.1642,139,661,800
11012,03/04/2012,2,1,4,19,0,2,1,1,0.56,0.5303,0.26,0.1045,98,460,558
11013,03/04/2012,2,1,4,20,0,2,1,1,0.56,0.5303,0.24,0.1343,54,325,379
11014,03/04/2012,2,1,4,21,0,2,1,1,0.54,0.5152,0.45,0,33,210,243
11015,03/04/2012,2,1,4,22,0,2,1,1,0.5,0.4848,0.51,0,25,133,158
11016,03/04/2012,2,1,4,23,0,2,1,1,0.5,0.4848,0.59,0,13,66,79
11017,04/04/2012,2,1,4,0,0,3,1,1,0.48,0.4697,0.48,0,18,23,41
11018,04/04/2012,2,1,4,1,0,3,1,1,0.46,0.4545,0.59,0,0,11,11
11019,04/04/2012,2,1,4,2,0,3,1,1,0.46,0.4545,0.51,0,0,5,5
11020,04/04/2012,2,1,4,3,0,3,1,1,0.44,0.4394,0.58,0.0896,0,3,3
11021,04/04/2012,2,1,4,4,0,3,1,1,0.42,0.4242,0.67,0.0896,0,1,1
11022,04/04/2012,2,1,4,5,0,3,1,1,0.42,0.4242,0.67,0.0896,0,27,27
11023,04/04/2012,2,1,4,6,0,3,1,2,0.42,0.4242,0.58,0,6,120,126
